flock_id,pen_id,day,breed,phase,season,health_status,flock_size,temperature_c,humidity_pct,feed_intake_g,water_intake_ml,cumulative_feed_g,body_weight_g,fcr,problem_type,mortality_risk
0,Pen_A,15,Noiler,Grower,Dry/Harmattan,Healthy,570,34.7,59.3,51.77,132.3,252.98,814.96,1.2,None,0
0,Pen_A,16,Noiler,Grower,Dry/Harmattan,Healthy,570,37.2,55.3,42.64,118.45,295.62,877.92,1.2,None,0
0,Pen_A,17,Noiler,Grower,Dry/Harmattan,Post-Vaccination,570,32.8,55.6,38.45,90.55,334.07,877.92,1.2,Vaccination stress,0
0,Pen_A,18,Noiler,Grower,Dry/Harmattan,Recovering,570,34.9,60.3,40.3,110.36,374.37,885.29,1.2,None,0
0,Pen_A,19,Noiler,Grower,Dry/Harmattan,Healthy,570,33.8,49.5,57.11,144.39,431.48,1050.17,1.2,None,0
0,Pen_A,20,Noiler,Grower,Dry/Harmattan,Healthy,570,33.9,60.5,61.36,147.91,492.84,1121.73,1.2,None,0
0,Pen_A,21,Noiler,Grower,Dry/Harmattan,Healthy,570,35.1,59.4,52.72,139.94,545.56,1220.68,1.2,None,0
0,Pen_A,22,Noiler,Grower,Dry/Harmattan,Healthy,570,35.3,56.0,73.72,194.72,619.28,1239.97,1.2,None,0
0,Pen_A,23,Noiler,Grower,Dry/Harmattan,Healthy,570,33.9,52.0,78.39,196.95,697.67,1277.46,1.2,None,0
0,Pen_A,24,Noiler,Grower,Dry/Harmattan,Healthy,570,41.3,49.3,66.93,194.73,764.6,1388.78,1.2,Heat stress,0
0,Pen_A,25,Noiler,Grower,Dry/Harmattan,Mild Stress,570,36.1,74.3,67.58,181.02,832.18,1388.78,1.2,None,0
0,Pen_A,26,Noiler,Grower,Dry/Harmattan,Healthy,570,35.6,50.7,77.7,196.59,909.88,1394.65,1.2,None,0
0,Pen_A,27,Noiler,Grower,Dry/Harmattan,Mild Stress,570,37.4,86.6,55.29,145.21,965.17,1394.65,1.2,Dirty/wet litter,0
0,Pen_A,28,Noiler,Grower,Dry/Harmattan,Healthy,570,40.9,55.9,63.18,190.86,1028.35,1576.33,1.2,Heat stress,0
0,Pen_A,29,Noiler,Finisher,Dry/Harmattan,Recovering,570,33.0,53.3,50.58,126.59,1078.93,1576.33,1.2,High deaths,1
0,Pen_A,30,Noiler,Finisher,Dry/Harmattan,Healthy,570,36.4,58.0,96.52,261.5,1175.45,1638.83,1.2,None,1
0,Pen_A,31,Noiler,Finisher,Dry/Harmattan,Healthy,570,40.1,55.4,82.94,243.69,1258.4,1716.63,1.2,None,0
0,Pen_A,32,Noiler,Finisher,Dry/Harmattan,Mild Stress,570,35.7,53.6,85.34,228.22,1343.74,1716.63,1.2,None,0
0,Pen_A,33,Noiler,Finisher,Dry/Harmattan,Healthy,570,38.4,52.8,84.92,233.73,1428.65,1748.77,1.2,Heat stress,0
0,Pen_A,34,Noiler,Finisher,Dry/Harmattan,Healthy,570,36.1,54.1,93.19,255.48,1521.84,1834.17,1.2,None,0
0,Pen_A,35,Noiler,Finisher,Dry/Harmattan,Healthy,570,34.4,56.9,94.38,243.79,1616.23,1888.09,1.2,None,0
0,Pen_A,36,Noiler,Finisher,Dry/Harmattan,Healthy,570,34.4,48.3,106.61,271.72,1722.83,1888.09,1.2,None,0
0,Pen_A,37,Noiler,Finisher,Dry/Harmattan,Post-Vaccination,570,34.7,59.9,94.39,243.67,1817.23,1888.09,1.2,None,1
0,Pen_A,38,Noiler,Finisher,Dry/Harmattan,Recovering,570,33.2,56.3,98.16,252.76,1915.39,1888.09,1.2,None,0
0,Pen_A,39,Noiler,Finisher,Dry/Harmattan,Mild Stress,570,36.7,57.5,99.85,262.74,2015.25,1927.07,1.2,None,0
0,Pen_A,40,Noiler,Finisher,Dry/Harmattan,Mild Stress,570,37.7,94.1,82.91,238.41,2098.16,1927.07,1.2,Poor ventilation,1
0,Pen_A,41,Noiler,Finisher,Dry/Harmattan,Healthy,570,34.1,49.1,110.37,283.58,2208.53,1946.56,1.238,None,0
0,Pen_A,42,Noiler,Finisher,Dry/Harmattan,Healthy,570,36.6,60.7,110.42,293.35,2318.95,1946.56,1.219,None,0
1,Pen_B,1,Cobb 500,Starter,Late Rainy,Mild Stress,984,34.5,91.7,10.26,33.98,10.26,267.14,1.2,Poor ventilation,0
1,Pen_B,2,Cobb 500,Starter,Late Rainy,Healthy,984,33.4,78.8,16.26,37.93,26.52,349.36,1.2,None,0
1,Pen_B,3,Cobb 500,Starter,Late Rainy,Healthy,984,34.2,71.7,12.5,35.33,39.01,378.47,1.2,None,0
1,Pen_B,4,Cobb 500,Starter,Late Rainy,Mild Stress,984,37.6,95.1,10.08,34.56,49.09,378.47,1.2,Dirty/wet litter,0
1,Pen_B,5,Cobb 500,Starter,Late Rainy,Healthy,984,34.6,86.2,12.97,34.89,62.06,473.12,1.2,None,0
1,Pen_B,6,Cobb 500,Starter,Late Rainy,Recovering,984,37.0,81.6,8.35,22.0,70.41,473.12,1.2,None,0
1,Pen_B,7,Cobb 500,Starter,Late Rainy,Healthy,984,35.8,74.4,12.02,42.07,82.43,560.02,1.2,None,0
1,Pen_B,8,Cobb 500,Starter,Late Rainy,Healthy,984,35.0,85.8,30.31,85.63,112.75,595.74,1.2,None,0
1,Pen_B,9,Cobb 500,Starter,Late Rainy,Mild Stress,984,36.1,90.5,27.82,73.71,140.56,595.74,1.2,Dirty/wet litter,1
1,Pen_B,10,Cobb 500,Starter,Late Rainy,Healthy,984,36.2,83.2,31.98,91.44,172.54,708.68,1.2,None,0
1,Pen_B,11,Cobb 500,Starter,Late Rainy,Healthy,984,35.5,69.7,28.81,78.5,201.35,791.17,1.2,None,0
1,Pen_B,12,Cobb 500,Starter,Late Rainy,Post-Vaccination,984,34.8,85.4,23.49,66.01,224.84,791.17,1.2,None,0
1,Pen_B,13,Cobb 500,Starter,Late Rainy,Mild Stress,984,34.6,84.9,27.6,72.12,252.45,791.17,1.2,Dirty/wet litter,0
1,Pen_B,14,Cobb 500,Starter,Late Rainy,Mild Stress,984,34.6,78.9,26.86,62.98,279.3,920.86,1.2,None,0
1,Pen_B,15,Cobb 500,Grower,Late Rainy,Healthy,984,33.8,69.0,69.4,181.0,348.71,1008.32,1.2,None,0
1,Pen_B,16,Cobb 500,Grower,Late Rainy,Healthy,984,32.3,81.0,65.62,156.79,414.33,1076.24,1.2,None,0
1,Pen_B,17,Cobb 500,Grower,Late Rainy,Recovering,984,34.2,69.4,27.57,77.31,441.89,1076.24,1.2,High deaths,1
1,Pen_B,18,Cobb 500,Grower,Late Rainy,Healthy,984,35.8,78.6,58.5,153.91,500.39,1175.56,1.2,None,1
1,Pen_B,19,Cobb 500,Grower,Late Rainy,Mild Stress,984,33.9,84.6,53.73,131.45,554.12,1175.56,1.2,Dirty/wet litter,0
1,Pen_B,20,Cobb 500,Grower,Late Rainy,Healthy,984,33.9,83.8,66.49,176.43,620.6,1401.23,1.2,None,0
1,Pen_B,21,Cobb 500,Grower,Late Rainy,Healthy,984,33.9,75.0,63.97,157.52,684.58,1477.64,1.2,None,0
1,Pen_B,22,Cobb 500,Grower,Late Rainy,Healthy,984,34.6,73.9,86.44,226.64,771.02,1501.71,1.2,None,0
1,Pen_B,23,Cobb 500,Grower,Late Rainy,Healthy,984,33.6,92.2,94.27,234.41,865.29,1590.88,1.2,None,0
1,Pen_B,24,Cobb 500,Grower,Late Rainy,Mild Stress,984,35.0,81.8,49.33,130.58,914.62,1590.88,1.727,Low appetite,0
1,Pen_B,25,Cobb 500,Grower,Late Rainy,Healthy,984,36.0,71.5,90.94,245.71,1005.56,1732.62,1.2,None,0
1,Pen_B,26,Cobb 500,Grower,Late Rainy,Healthy,984,31.9,85.0,93.77,218.92,1099.33,1830.34,1.2,None,0
1,Pen_B,27,Cobb 500,Grower,Late Rainy,Healthy,984,36.1,85.5,83.69,231.04,1183.02,1954.35,1.2,None,0
1,Pen_B,28,Cobb 500,Grower,Late Rainy,Healthy,984,36.2,83.6,85.51,228.22,1268.54,1954.35,1.2,None,0
1,Pen_B,29,Cobb 500,Finisher,Late Rainy,Healthy,984,33.6,69.0,132.35,330.74,1400.88,2017.18,1.2,None,0
1,Pen_B,30,Cobb 500,Finisher,Late Rainy,Mild Stress,984,35.3,89.4,62.21,151.42,1463.09,2017.18,2.26,Low appetite,1
1,Pen_B,31,Cobb 500,Finisher,Late Rainy,Healthy,984,38.4,80.6,98.71,278.97,1561.8,2161.01,1.2,None,1
1,Pen_B,32,Cobb 500,Finisher,Late Rainy,Healthy,984,32.7,89.4,116.67,292.84,1678.47,2177.44,1.2,None,0
1,Pen_B,33,Cobb 500,Finisher,Late Rainy,Mild Stress,984,34.5,77.9,99.14,257.89,1777.61,2177.44,1.2,None,0
1,Pen_B,34,Cobb 500,Finisher,Late Rainy,Healthy,984,32.5,78.7,122.22,298.99,1899.84,2273.54,1.2,None,0
1,Pen_B,35,Cobb 500,Finisher,Late Rainy,Healthy,984,37.5,85.6,91.64,251.19,1991.47,2369.44,1.2,None,0
1,Pen_B,36,Cobb 500,Finisher,Late Rainy,Healthy,984,33.7,80.7,147.74,369.97,2139.21,2369.44,1.2,None,0
1,Pen_B,37,Cobb 500,Finisher,Late Rainy,Mild Stress,984,33.7,80.5,135.47,335.13,2274.68,2369.44,1.2,None,0
1,Pen_B,38,Cobb 500,Finisher,Late Rainy,Recovering,984,33.9,78.9,67.83,176.91,2342.51,2369.44,1.2,High deaths,1
1,Pen_B,39,Cobb 500,Finisher,Late Rainy,Recovering,984,36.2,84.5,62.73,173.57,2405.24,2369.44,2.051,Mouldy feed,1
1,Pen_B,40,Cobb 500,Finisher,Late Rainy,Recovering,984,38.8,73.7,90.54,249.11,2495.78,2369.44,1.2,Heat stress,0
1,Pen_B,41,Cobb 500,Finisher,Late Rainy,Mild Stress,984,37.6,87.1,101.74,279.76,2597.52,2369.44,1.2,Poor ventilation,0
1,Pen_B,42,Cobb 500,Finisher,Late Rainy,Healthy,984,36.0,85.3,129.07,342.48,2726.59,2463.65,1.2,None,0
2,Pen_C,1,Cobb 500,Starter,Peak Rainy,Healthy,374,30.6,86.8,14.82,36.16,14.82,307.72,1.2,None,0
2,Pen_C,2,Cobb 500,Starter,Peak Rainy,Mild Stress,374,35.2,90.9,11.05,23.91,25.87,314.76,1.2,Dirty/wet litter,0
2,Pen_C,3,Cobb 500,Starter,Peak Rainy,Mild Stress,374,33.9,87.5,11.48,27.55,37.35,336.11,1.2,Poor ventilation,0
2,Pen_C,4,Cobb 500,Starter,Peak Rainy,Healthy,374,31.5,72.4,20.76,46.08,58.1,439.67,1.2,None,0
2,Pen_C,5,Cobb 500,Starter,Peak Rainy,Recovering,374,33.1,76.5,5.0,20.0,63.1,439.67,1.2,High deaths,0
2,Pen_C,6,Cobb 500,Starter,Peak Rainy,Healthy,374,31.6,85.1,16.42,43.98,79.53,540.91,1.2,None,0
2,Pen_C,7,Cobb 500,Starter,Peak Rainy,Healthy,374,31.0,83.7,15.39,33.64,94.92,569.19,1.2,None,0
2,Pen_C,8,Cobb 500,Starter,Peak Rainy,Healthy,374,27.7,78.6,34.16,68.94,129.08,595.63,1.2,None,0
2,Pen_C,9,Cobb 500,Starter,Peak Rainy,Healthy,374,30.5,76.7,38.71,80.09,167.79,668.28,1.2,None,0
2,Pen_C,10,Cobb 500,Starter,Peak Rainy,Healthy,374,26.8,86.5,37.6,81.66,205.39,714.22,1.2,None,0
2,Pen_C,11,Cobb 500,Starter,Peak Rainy,Healthy,374,32.1,79.0,36.27,87.12,241.66,772.88,1.2,None,0
2,Pen_C,12,Cobb 500,Starter,Peak Rainy,Recovering,374,29.8,67.6,15.42,33.9,257.08,772.88,1.2,High deaths,1
2,Pen_C,13,Cobb 500,Starter,Peak Rainy,Recovering,374,31.6,88.1,12.81,34.68,269.89,772.88,1.991,Disease symptoms,0
2,Pen_C,14,Cobb 500,Starter,Peak Rainy,Post-Vaccination,374,31.8,81.0,30.01,70.65,299.9,884.32,1.2,None,0
2,Pen_C,15,Cobb 500,Grower,Peak Rainy,Post-Vaccination,374,30.0,79.5,57.3,134.5,357.2,925.11,1.2,None,0
2,Pen_C,16,Cobb 500,Grower,Peak Rainy,Healthy,374,28.0,80.9,66.36,149.52,423.56,1079.14,1.2,None,0
2,Pen_C,17,Cobb 500,Grower,Peak Rainy,Healthy,374,30.4,85.6,64.69,149.32,488.25,1103.09,1.2,None,0
2,Pen_C,18,Cobb 500,Grower,Peak Rainy,Healthy,374,29.1,75.7,66.61,149.92,554.85,1243.52,1.2,None,0
2,Pen_C,19,Cobb 500,Grower,Peak Rainy,Recovering,374,30.6,85.2,54.55,128.23,609.4,1243.52,1.2,None,0
2,Pen_C,20,Cobb 500,Grower,Peak Rainy,Healthy,374,30.0,82.7,64.71,145.75,674.11,1366.79,1.2,None,0
2,Pen_C,21,Cobb 500,Grower,Peak Rainy,Recovering,374,30.5,82.8,51.65,124.72,725.76,1366.79,1.2,None,0
2,Pen_C,22,Cobb 500,Grower,Peak Rainy,Recovering,374,29.1,80.8,33.87,81.6,759.64,1366.79,1.2,High deaths,1
2,Pen_C,23,Cobb 500,Grower,Peak Rainy,Mild Stress,374,29.7,82.5,87.92,200.68,847.56,1544.77,1.2,None,1
2,Pen_C,24,Cobb 500,Grower,Peak Rainy,Healthy,374,33.6,76.3,96.61,248.76,944.17,1669.92,1.2,None,0
2,Pen_C,25,Cobb 500,Grower,Peak Rainy,Recovering,374,34.8,96.0,39.91,100.39,984.08,1669.92,2.041,Mouldy feed,1
2,Pen_C,26,Cobb 500,Grower,Peak Rainy,Recovering,374,30.2,74.3,80.5,182.89,1064.58,1669.92,1.2,None,0
2,Pen_C,27,Cobb 500,Grower,Peak Rainy,Healthy,374,30.2,81.8,96.38,221.22,1160.96,1885.34,1.2,None,0
2,Pen_C,28,Cobb 500,Grower,Peak Rainy,Mild Stress,374,31.0,78.8,88.53,215.5,1249.49,1885.34,1.2,None,0
2,Pen_C,29,Cobb 500,Finisher,Peak Rainy,Mild Stress,374,32.5,82.5,69.44,166.54,1318.93,1885.34,1.752,Very poor weight gain,0
2,Pen_C,30,Cobb 500,Finisher,Peak Rainy,Recovering,374,29.9,67.9,66.72,150.21,1385.65,1885.34,1.2,High deaths,1
2,Pen_C,31,Cobb 500,Finisher,Peak Rainy,Post-Vaccination,374,30.1,80.2,79.06,182.76,1464.72,1885.34,1.2,Vaccination stress,1
2,Pen_C,32,Cobb 500,Finisher,Peak Rainy,Post-Vaccination,374,28.5,74.5,106.93,237.0,1571.65,1920.84,1.2,None,1
2,Pen_C,33,Cobb 500,Finisher,Peak Rainy,Healthy,374,33.1,86.9,120.35,302.04,1692.0,2219.92,1.2,None,0
2,Pen_C,34,Cobb 500,Finisher,Peak Rainy,Healthy,374,33.8,79.0,125.31,316.32,1817.31,2311.86,1.2,None,0
2,Pen_C,35,Cobb 500,Finisher,Peak Rainy,Healthy,374,31.6,87.8,123.99,286.63,1941.3,2311.86,1.2,None,0
2,Pen_C,36,Cobb 500,Finisher,Peak Rainy,Healthy,374,29.7,79.6,148.88,340.0,2090.18,2311.86,1.2,None,0
2,Pen_C,37,Cobb 500,Finisher,Peak Rainy,Mild Stress,374,36.8,92.2,110.11,308.36,2200.29,2311.86,1.2,Dirty/wet litter,0
2,Pen_C,38,Cobb 500,Finisher,Peak Rainy,Healthy,374,28.1,77.1,151.94,334.41,2352.23,2520.36,1.2,None,0
2,Pen_C,39,Cobb 500,Finisher,Peak Rainy,Post-Vaccination,374,29.8,76.6,127.48,291.08,2479.71,2520.36,1.2,None,0
2,Pen_C,40,Cobb 500,Finisher,Peak Rainy,Healthy,374,27.2,81.2,146.42,318.23,2626.13,2520.36,1.2,None,0
2,Pen_C,41,Cobb 500,Finisher,Peak Rainy,Recovering,374,33.1,83.0,64.75,165.24,2690.89,2520.36,1.675,Mouldy feed,1
2,Pen_C,42,Cobb 500,Finisher,Peak Rainy,Mild Stress,374,36.6,92.9,112.63,301.29,2803.52,2520.36,1.2,Poor ventilation,1
3,Pen_D,1,Ross 308,Starter,Peak Rainy,Healthy,334,27.7,70.0,15.58,39.14,15.58,326.0,1.2,None,0
3,Pen_D,2,Ross 308,Starter,Peak Rainy,Healthy,334,26.3,82.0,16.96,30.0,32.54,350.07,1.2,None,0
3,Pen_D,3,Ross 308,Starter,Peak Rainy,Healthy,334,26.9,97.6,13.83,26.68,46.37,392.83,1.2,Very high humidity,0
3,Pen_D,4,Ross 308,Starter,Peak Rainy,Recovering,334,27.9,78.7,12.86,32.92,59.23,392.83,1.2,None,0
3,Pen_D,5,Ross 308,Starter,Peak Rainy,Healthy,334,28.1,74.4,14.43,29.93,73.66,473.91,1.2,None,0
3,Pen_D,6,Ross 308,Starter,Peak Rainy,Recovering,334,27.5,83.8,10.71,27.74,84.37,473.91,1.2,None,0
3,Pen_D,7,Ross 308,Starter,Peak Rainy,Healthy,334,29.3,72.7,11.14,30.7,95.51,574.49,1.2,None,0
3,Pen_D,8,Ross 308,Starter,Peak Rainy,Healthy,334,27.7,78.8,37.29,80.75,132.8,581.58,1.2,None,0
3,Pen_D,9,Ross 308,Starter,Peak Rainy,Healthy,334,25.2,80.9,36.58,78.44,169.38,591.42,1.2,None,0
3,Pen_D,10,Ross 308,Starter,Peak Rainy,Healthy,334,29.0,79.2,34.97,75.91,204.35,695.2,1.2,None,0
3,Pen_D,11,Ross 308,Starter,Peak Rainy,Recovering,334,26.3,75.1,14.66,35.19,219.02,695.2,1.86,Disease symptoms,1
3,Pen_D,12,Ross 308,Starter,Peak Rainy,Mild Stress,334,26.8,82.6,23.88,38.97,242.9,695.2,1.634,Very poor weight gain,1
3,Pen_D,13,Ross 308,Starter,Peak Rainy,Mild Stress,334,31.4,82.1,28.85,67.57,271.75,832.72,1.2,None,0
3,Pen_D,14,Ross 308,Starter,Peak Rainy,Healthy,334,26.3,74.7,36.07,78.42,307.82,968.06,1.2,None,0
3,Pen_D,15,Ross 308,Grower,Peak Rainy,Mild Stress,334,26.9,77.1,63.34,129.39,371.16,968.06,1.2,None,0
3,Pen_D,16,Ross 308,Grower,Peak Rainy,Mild Stress,334,28.7,73.2,42.58,84.79,413.74,968.06,2.093,Very poor weight gain,1
3,Pen_D,17,Ross 308,Grower,Peak Rainy,Healthy,334,28.2,86.0,63.45,132.55,477.19,1132.5,1.2,None,0
3,Pen_D,18,Ross 308,Grower,Peak Rainy,Healthy,334,25.5,73.9,68.0,138.92,545.19,1196.99,1.2,None,0
3,Pen_D,19,Ross 308,Grower,Peak Rainy,Healthy,334,28.3,89.9,63.73,148.76,608.93,1351.11,1.2,Very high humidity,1
3,Pen_D,20,Ross 308,Grower,Peak Rainy,Healthy,334,26.1,83.1,63.46,137.41,672.39,1351.11,1.2,None,0
3,Pen_D,21,Ross 308,Grower,Peak Rainy,Post-Vaccination,334,26.0,78.4,55.08,119.53,727.47,1351.11,1.2,None,0
3,Pen_D,22,Ross 308,Grower,Peak Rainy,Recovering,334,33.0,89.1,37.84,90.33,765.3,1351.11,1.932,Mouldy feed,0
3,Pen_D,23,Ross 308,Grower,Peak Rainy,Mild Stress,334,28.2,92.5,64.43,147.06,829.73,1351.11,2.208,Very poor weight gain,0
3,Pen_D,24,Ross 308,Grower,Peak Rainy,Healthy,334,26.6,85.0,90.18,195.66,919.91,1612.44,1.2,None,0
3,Pen_D,25,Ross 308,Grower,Peak Rainy,Mild Stress,334,27.3,81.0,84.29,182.89,1004.19,1638.84,1.2,None,0
3,Pen_D,26,Ross 308,Grower,Peak Rainy,Healthy,334,26.0,78.5,95.45,193.51,1099.65,1779.49,1.2,None,0
3,Pen_D,27,Ross 308,Grower,Peak Rainy,Healthy,334,28.0,76.0,98.21,221.8,1197.85,1910.06,1.2,None,0
3,Pen_D,28,Ross 308,Grower,Peak Rainy,Post-Vaccination,334,27.8,78.3,79.18,168.33,1277.04,1910.06,1.2,None,0
3,Pen_D,29,Ross 308,Finisher,Peak Rainy,Post-Vaccination,334,27.6,76.4,102.93,214.75,1379.97,1910.06,1.2,None,0
3,Pen_D,30,Ross 308,Finisher,Peak Rainy,Healthy,334,25.6,78.9,121.56,251.06,1501.52,1995.4,1.2,None,0
3,Pen_D,31,Ross 308,Finisher,Peak Rainy,Healthy,334,27.0,79.9,117.66,250.58,1619.19,2094.98,1.2,None,0
3,Pen_D,32,Ross 308,Finisher,Peak Rainy,Mild Stress,334,36.2,85.7,90.99,245.9,1710.18,2094.98,1.2,Poor ventilation,0
3,Pen_D,33,Ross 308,Finisher,Peak Rainy,Healthy,334,29.1,81.6,118.72,265.0,1828.9,2137.41,1.2,None,0
3,Pen_D,34,Ross 308,Finisher,Peak Rainy,Recovering,334,30.9,93.9,91.23,210.73,1920.13,2137.41,1.2,Very high humidity,1
3,Pen_D,35,Ross 308,Finisher,Peak Rainy,Healthy,334,30.6,80.7,118.95,284.63,2039.08,2247.91,1.2,None,0
3,Pen_D,36,Ross 308,Finisher,Peak Rainy,Healthy,334,28.6,85.8,143.27,314.02,2182.35,2334.53,1.2,None,0
3,Pen_D,37,Ross 308,Finisher,Peak Rainy,Healthy,334,27.1,78.7,145.3,309.4,2327.65,2409.02,1.2,None,0
3,Pen_D,38,Ross 308,Finisher,Peak Rainy,Healthy,334,29.8,89.0,140.55,317.39,2468.2,2438.64,1.2,None,0
3,Pen_D,39,Ross 308,Finisher,Peak Rainy,Post-Vaccination,334,28.9,69.4,100.28,234.29,2568.48,2438.64,1.2,Vaccination stress,1
3,Pen_D,40,Ross 308,Finisher,Peak Rainy,Recovering,334,25.8,85.7,110.54,229.41,2679.02,2438.64,1.2,None,0
3,Pen_D,41,Ross 308,Finisher,Peak Rainy,Healthy,334,25.7,81.2,145.19,287.7,2824.21,2438.64,1.2,None,0
3,Pen_D,42,Ross 308,Finisher,Peak Rainy,Mild Stress,334,35.3,85.0,112.49,294.8,2936.7,2438.64,1.2,Poor ventilation,0
4,Pen_E,1,Nigerian Local,Starter,Early Rainy,Healthy,407,31.5,73.9,14.26,31.98,14.26,230.9,1.2,None,0
4,Pen_E,2,Nigerian Local,Starter,Early Rainy,Healthy,407,32.8,87.2,14.48,35.83,28.74,258.03,1.2,None,0
4,Pen_E,3,Nigerian Local,Starter,Early Rainy,Recovering,407,32.9,85.6,5.33,20.0,34.08,258.03,1.2,High deaths,0
4,Pen_E,4,Nigerian Local,Starter,Early Rainy,Mild Stress,407,29.6,71.2,8.54,20.0,42.62,258.03,1.599,Very poor weight gain,0
4,Pen_E,5,Nigerian Local,Starter,Early Rainy,Healthy,407,34.8,86.0,9.43,30.98,52.05,342.51,1.2,None,0
4,Pen_E,6,Nigerian Local,Starter,Early Rainy,Mild Stress,407,33.1,83.4,5.87,20.0,57.92,342.51,1.999,Very poor weight gain,0
4,Pen_E,7,Nigerian Local,Starter,Early Rainy,Healthy,407,32.0,82.9,14.7,30.79,72.62,407.94,1.2,None,0
4,Pen_E,8,Nigerian Local,Starter,Early Rainy,Healthy,407,34.6,87.7,21.97,60.38,94.58,407.94,1.2,None,0
4,Pen_E,9,Nigerian Local,Starter,Early Rainy,Mild Stress,407,35.1,88.5,22.57,59.58,117.15,407.94,1.2,Poor ventilation,1
4,Pen_E,10,Nigerian Local,Starter,Early Rainy,Post-Vaccination,407,32.9,86.1,14.47,37.61,131.62,437.64,1.2,Vaccination stress,1
4,Pen_E,11,Nigerian Local,Starter,Early Rainy,Healthy,407,34.0,78.6,27.93,65.22,159.55,539.4,1.2,None,0
4,Pen_E,12,Nigerian Local,Starter,Early Rainy,Healthy,407,32.1,80.4,25.69,56.06,185.24,578.05,1.2,None,0
4,Pen_E,13,Nigerian Local,Starter,Early Rainy,Healthy,407,32.4,79.8,27.26,63.95,212.5,630.38,1.2,None,0
4,Pen_E,14,Nigerian Local,Starter,Early Rainy,Healthy,407,33.3,93.3,28.53,69.34,241.02,700.24,1.2,None,0
4,Pen_E,15,Nigerian Local,Grower,Early Rainy,Mild Stress,407,36.3,85.8,44.96,121.55,285.98,700.24,1.2,Dirty/wet litter,1
4,Pen_E,16,Nigerian Local,Grower,Early Rainy,Healthy,407,31.7,87.3,52.64,130.51,338.62,791.77,1.2,None,1
4,Pen_E,17,Nigerian Local,Grower,Early Rainy,Mild Stress,407,35.6,95.3,44.1,111.75,382.72,791.77,1.2,Dirty/wet litter,0
4,Pen_E,18,Nigerian Local,Grower,Early Rainy,Healthy,407,30.5,69.4,55.0,125.65,437.72,859.7,1.2,None,0
4,Pen_E,19,Nigerian Local,Grower,Early Rainy,Healthy,407,30.5,84.7,50.53,122.56,488.25,952.17,1.2,None,0
4,Pen_E,20,Nigerian Local,Grower,Early Rainy,Healthy,407,32.3,74.4,59.61,143.7,547.86,1002.17,1.2,None,0
4,Pen_E,21,Nigerian Local,Grower,Early Rainy,Post-Vaccination,407,33.2,76.9,44.28,111.94,592.14,1002.17,1.2,None,0
4,Pen_E,22,Nigerian Local,Grower,Early Rainy,Healthy,407,32.3,76.1,78.22,189.56,670.35,1050.08,1.2,None,0
4,Pen_E,23,Nigerian Local,Grower,Early Rainy,Healthy,407,29.7,85.4,77.28,177.33,747.63,1148.74,1.2,None,0
4,Pen_E,24,Nigerian Local,Grower,Early Rainy,Recovering,407,30.9,77.9,39.66,91.14,787.29,1148.74,1.2,High deaths,1
4,Pen_E,25,Nigerian Local,Grower,Early Rainy,Healthy,407,30.4,81.6,80.32,189.15,867.61,1214.24,1.2,None,0
4,Pen_E,26,Nigerian Local,Grower,Early Rainy,Mild Stress,407,31.9,89.7,48.22,119.79,915.83,1214.24,2.049,Low appetite,1
